fecha,Price,Open,High,Low,Vol.,barcos_panamá,barcos_suez,precioSp,PriceD,OpenSp,OpenD,HighSp,HighD,LowSp,LowD,Vol.SP,Change ,precioDolar,OpenDolar,HighDolar,LowDolar,ChangeDolar,PriceEP,OpenEP,HighEP,LowEP,Vol.EP,ChangeEP,precio_objetivo,fecha_objetivo,Price_lag1,Price_lag2,Pendiente,Alto-Bajo,Bajo-Alto,Price_lag3,media_col1,desv_col1,skew_col1,kurt_col1,cambio_pct,evento_extremo,PrecioEnteroSP,media_sp,desv_sp,skew_sp,kurt_sp,momentum_sp,momentum_dolar,momentum_EP,Vol_WTI,Vol_WTI_extrema,desv_Dolar,media_Dolar,skew_Dolar,mes,Price_Media_Mes,Price_Media_Mes_Pasado,prediccion
2006-01-04,63.42,63.0,63.65,62.26,105.19,1079,1362,,,,,,,,,,,,,,,,,,,,,,62.79,2006-01-05,,,,,,,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,64.01927
2006-01-05,62.79,63.4,63.74,62.6,104.04,1079,1362,,,,,,,,,,,,,,,,,,,,,,64.21,2006-01-06,63.42,0.4200000000000017,,1.3900000000000006,-1.3900000000000006,-0.6300000000000026,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,-0.009933774834437137,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,63.39904
2006-01-06,64.21,62.6,64.45,62.6,110.76,1079,1362,,,,,,,,,,,,,,,,,,,,,,63.5,2006-01-09,62.79,-0.6099999999999994,0.6300000000000026,1.1400000000000006,-1.1400000000000006,1.4199999999999946,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,0.022615066093326863,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,64.36304
2006-01-09,63.5,64.15,64.61,62.9,115.56,1079,1362,,,,,,,,,,,,,,,,,,,,,,63.37,2006-01-10,64.21,1.6099999999999923,-1.4199999999999946,1.8500000000000014,-1.8500000000000014,-0.7099999999999937,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,-0.01105746768416127,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,63.914673
2006-01-10,63.37,63.38,64.2,63.05,111.89,1079,1362,,,,,,,,,,,,,,,,,,,,,,63.94,2006-01-11,63.5,-0.6500000000000057,0.7099999999999937,1.7100000000000009,-1.7100000000000009,-0.13000000000000256,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,-0.0020472440944881987,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,63.95898
2006-01-11,63.94,63.35,64.8,62.6,166.38,1079,1362,,,,,,,,,,,,,,,,,,,,,,63.94,2006-01-12,63.37,-0.010000000000005116,0.13000000000000256,1.1500000000000057,-1.1500000000000057,0.5700000000000003,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,0.008994792488559167,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,64.16466
2006-01-12,63.94,63.98,65.05,63.86,111.4,1079,1362,,,,,,,,,,,,,,,,,,,,,,63.92,2006-01-13,63.94,0.5899999999999963,-0.5700000000000003,2.1999999999999957,-2.1999999999999957,0.0,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,0.0,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,64.83526
2006-01-13,63.92,63.92,64.33,63.13,115.94,1079,1362,,,,,,,,,,,,,,,,,,,,,,66.31,2006-01-17,63.94,-0.03999999999999915,0.0,1.1899999999999977,-1.1899999999999977,-0.01999999999999602,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,-0.00031279324366584316,0,,,,,,,,,,0,,,,2006-01,65.66368421052631,65.66368421052631,64.1775
2006-01-17,66.31,64.82,66.35,64.6,117.43,1079,1362,,,,,,,,,,,,,,,,,,,,,,65.73,2006-01-18,63.92,0.0,0.01999999999999602,1.1999999999999957,-1.1999999999999957,2.3900000000000006,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,0.037390488110137676,0,,,,,,,,,0.012812220661843933,0,,,,2006-01,65.66368421052631,65.66368421052631,66.318756
2006-01-18,65.73,66.35,66.93,65.25,87.07,1079,1362,,,,,,,,,,,,,,,,,,,,,,66.83,2006-01-19,66.31,1.490000000000009,-2.3900000000000006,1.75,-1.75,-0.5799999999999983,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,-0.008746795355149994,0,,,,,,,,,0.014653855577107302,0,,,,2006-01,65.66368421052631,65.66368421052631,66.21604
2006-01-19,66.83,65.85,66.9,65.25,64.89,1079,1362,,,,,,,,,,,,,,,,,,,,,,68.35,2006-01-20,65.73,-0.6199999999999903,0.5799999999999983,1.6800000000000068,-1.6800000000000068,1.0999999999999943,72.33709,21.24243026116786,0.23439255682052676,-0.33928672684766914,0.01673512855621473,0,,,,,,,,,0.013828461521131805,0,,,,2006-01,65.66368421052631,65.66368421052631,67.18793
