fecha,Price,Open,High,Low,Vol.,barcos_panamá,barcos_suez,precioSp,PriceD,OpenSp,OpenD,HighSp,HighD,LowSp,LowD,Vol.SP,Change ,precioDolar,OpenDolar,HighDolar,LowDolar,ChangeDolar,PriceEP,OpenEP,HighEP,LowEP,Vol.EP,ChangeEP,precio_objetivo,fecha_objetivo,Price_lag1,Price_lag2,Pendiente,Alto-Bajo,Bajo-Alto,Price_lag3,media_col1,desv_col1,skew_col1,kurt_col1,cambio_pct,evento_extremo,PrecioEnteroSP,media_sp,desv_sp,skew_sp,kurt_sp,momentum_sp,momentum_dolar,momentum_EP,Vol_WTI,Vol_WTI_extrema,desv_Dolar,media_Dolar,skew_Dolar,mes,Price_Media_Mes,Price_Media_Mes_Pasado,prediccion
2004-01-05,33.78,32.4,33.95,32.27,105.7,1079,1362,1.0,120.0,1.0,108.75,1.0,121.5,1.0,108.75,609.54,0.99,86.07,86.43,86.69,85.98,-0.98,41.58,41.1,41.63,40.98,14.67,2.34,33.7,2004-01-06,,,,,,,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,,0,1120.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,35.311935
2004-01-06,33.7,33.76,34.35,33.3,103.41,1079,1362,1.0,122.0,1.0,119.75,1.0,123.5,1.0,115.5,520.27,0.18,85.63,86.05,86.11,85.37,-0.51,41.3,41.52,41.55,40.96,12.36,-0.67,33.62,2004-01-07,33.78,1.3800000000000026,,1.6799999999999997,-1.6799999999999997,-0.0799999999999983,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.002368265245707435,0,1122.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,33.931835
2004-01-07,33.62,33.68,33.89,33.05,81.68,1079,1362,1.0,125.5,1.0,121.75,1.0,126.75,1.0,114.75,623.74,0.31,86.2,85.86,86.27,85.73,0.67,41.0,41.08,41.25,40.54,13.56,-0.73,33.98,2004-01-08,33.7,-0.05999999999999517,0.0799999999999983,1.0500000000000043,-1.0500000000000043,-0.0800000000000054,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.002373887240356254,0,1125.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.17855
2004-01-08,33.98,33.65,34.0,33.4,92.71,1079,1362,1.0,129.5,1.0,125.5,1.0,130.5,1.0,123.75,655.25,0.36,85.57,86.24,86.64,85.45,-0.73,40.9,40.91,40.91,40.31,14.87,-0.24,34.31,2004-01-09,33.62,-0.060000000000002274,0.0800000000000054,0.8400000000000034,-0.8400000000000034,0.35999999999999943,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.010707911957168248,0,1129.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.19999
2004-01-09,34.31,34.05,34.7,34.05,104.69,1079,1362,1.0,120.0,1.0,129.5,1.0,131.0,1.0,119.0,870.23,-0.84,85.11,85.51,85.94,84.97,-0.54,40.29,40.45,40.59,40.02,15.85,-1.49,34.72,2004-01-12,33.98,0.3299999999999983,-0.35999999999999943,0.6000000000000014,-0.6000000000000014,0.3300000000000054,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.009711595055915456,0,1120.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.690323
2004-01-12,34.72,34.35,34.8,33.75,99.68,1079,1362,1.0,128.25,1.0,119.5,1.0,128.5,1.0,118.25,636.42,0.74,85.55,85.12,85.57,84.8,0.52,40.86,40.7,40.89,40.52,10.32,1.41,34.43,2004-01-13,34.31,0.2600000000000051,-0.3300000000000054,0.6500000000000057,-0.6500000000000057,0.4099999999999966,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.011949868842902944,0,1128.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,-0.7199999999999989,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.750507
2004-01-13,34.43,34.8,35.2,34.34,120.13,1079,1362,1.0,121.25,1.0,128.25,1.0,129.25,1.0,113.75,739.98,-0.62,85.51,85.61,85.72,85.27,-0.05,40.68,40.87,40.98,40.43,9.37,-0.44,34.5,2004-01-14,34.72,0.36999999999999744,-0.4099999999999966,1.0499999999999972,-1.0499999999999972,-0.28999999999999915,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.008352534562211966,0,1121.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,-0.6199999999999974,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.6867
2004-01-14,34.5,34.3,34.74,34.12,126.27,1079,1362,1.0,131.25,1.0,121.25,1.0,132.5,1.0,119.25,530.13,0.89,86.03,85.33,86.16,85.32,0.61,40.68,40.58,40.71,40.31,8.54,0.0,33.44,2004-01-15,34.43,-0.36999999999999744,0.28999999999999915,0.8599999999999994,-0.8599999999999994,0.07000000000000028,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.002033110659308779,0,1131.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,-0.3200000000000003,,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.59099
2004-01-15,33.44,34.57,35.41,33.27,102.44,1079,1362,1.0,133.25,1.0,129.75,1.0,136.5,1.0,123.0,876.17,0.18,86.56,86.09,86.63,86.02,0.62,40.28,40.68,40.75,40.22,10.26,-0.98,35.07,2004-01-16,34.5,0.20000000000000284,-0.07000000000000028,0.6200000000000045,-0.6200000000000045,-1.0600000000000023,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.030724637681159517,0,1133.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,-0.6199999999999974,0.016399062685168355,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.557106
2004-01-16,35.07,33.5,35.3,33.4,60.35,1079,1362,1.0,138.0,1.0,133.0,1.0,139.0,1.0,132.0,574.8,0.42,87.73,86.46,87.87,86.4,1.35,40.5,40.35,40.5,40.08,13.31,0.55,36.2,2004-01-20,33.44,-1.1300000000000026,1.0600000000000023,2.1399999999999935,-2.1399999999999935,1.6300000000000026,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.048744019138756034,0,1138.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,,,0.21000000000000085,0.015200542920609832,0,2.730580672056056,87.19346007604562,-0.7513319561674522,2004-01,34.224736842105266,34.224736842105266,34.835766
