fecha,Price,Open,High,Low,Vol.,DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,GPRD_MA30,GPRD_MA7,event,GPRC_CHN,GPRC_EGY,GPRC_ISR,GPRC_RUS,GPRC_SAU,GPRC_USA,GPRC_VEN,barcos_panamá,barcos_suez,precioSp,PriceD,OpenSp,OpenD,HighSp,HighD,LowSp,LowD,Vol.SP,Change ,precio_objetivo,fecha_objetivo,Price_lag1,Price_lag2,Pendiente,Alto-Bajo,Bajo-Alto,Price_lag3,media_col1,desv_col1,skew_col1,kurt_col1,cambio_pct,evento_extremo,PrecioEnteroSP,media_sp,desv_sp,skew_sp,kurt_sp,momentum_sp,GPRDCambio,GPRD_extremo,GPRD_Delta,mes,Price_Media_Mes,Price_Media_Mes_Pasado,prediccion
2005-01-24,48.81,48.88,49.24,47.8,82.9,20050124.0,854.0,159.034286,201.081161,154.819885,98.074532,108.095428,nan,0.452543,0.147831,0.401255,0.331865,0.187051,2.455801,0.054305,1079,1362,,,,,,,,,,,48.84,2005-01-27,,,,,,,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,,0,,,,,,,,0,,2005-01,48.574999999999996,48.574999999999996,50.008507
2005-01-25,49.64,48.82,49.75,48.35,77.8,20050125.0,1024.0,100.282814,135.448822,75.318466,99.283592,106.355301,nan,0.452543,0.147831,0.401255,0.331865,0.187051,2.455801,0.054305,1079,1362,,,,,,,,,,,47.18,2005-01-28,48.81,-0.07000000000000028,,1.4400000000000048,-1.4400000000000048,0.8299999999999983,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,0.01700471214914967,0,,,,,,,-0.3694264518532815,1,,2005-01,48.574999999999996,48.574999999999996,49.596756
2005-01-26,48.78,49.51,49.74,47.9,115.7,20050126.0,1131.0,128.87088,169.352371,102.289261,99.898659,109.28418,nan,0.452543,0.147831,0.401255,0.331865,0.187051,2.455801,0.054305,1079,1362,,,,,,,,,,,48.2,2005-01-31,49.64,0.8200000000000003,-0.8299999999999983,1.3999999999999986,-1.3999999999999986,-0.8599999999999994,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,-0.01732473811442381,0,,,,,,,0.2850744296026635,1,,2005-01,48.574999999999996,48.574999999999996,49.249237
2005-01-27,48.84,49.03,49.65,48.6,85.86,20050127.0,1251.0,116.509178,163.666687,70.458931,100.814049,113.246239,nan,0.452543,0.147831,0.401255,0.331865,0.187051,2.455801,0.054305,1079,1362,,,,,,,,,,,47.12,2005-02-01,48.78,-0.7299999999999969,0.8599999999999994,1.8400000000000034,-1.8400000000000034,0.060000000000002274,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,0.0012300123001229846,0,,,,,,,-0.09592315967734522,1,-42.525108,2005-01,48.574999999999996,48.574999999999996,48.849808
2005-01-28,47.18,48.84,48.85,46.8,106.86,20050128.0,1150.0,103.697769,103.378578,86.227943,100.603592,111.581871,nan,0.452543,0.147831,0.401255,0.331865,0.187051,2.455801,0.054305,1079,1362,,,,,,,,,,,46.69,2005-02-02,48.84,-0.18999999999999773,-0.060000000000002274,1.0499999999999972,-1.0499999999999972,-1.6600000000000037,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,-0.033988533988534075,0,,,,,,,-0.10996051315373634,1,3.414954999999992,2005-01,48.574999999999996,48.574999999999996,47.863575
2005-01-31,48.2,46.68,48.25,46.01,107.5,20050131.0,918.0,155.163849,194.257141,114.020851,100.76519,109.422089,nan,0.452543,0.147831,0.401255,0.331865,0.187051,2.455801,0.054305,1079,1362,,,,,,,,,,,46.45,2005-02-03,47.18,-1.6600000000000037,1.6600000000000037,2.0500000000000043,-2.0500000000000043,1.0200000000000031,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,0.02161933022467144,0,,,,,,,0.49630845963523096,1,26.292969,2005-01,48.574999999999996,48.574999999999996,48.167816
2005-02-01,47.12,48.21,48.24,47.05,83.5,20050201.0,1025.0,142.198029,154.647629,128.991394,103.525787,115.409981,nan,0.627353,0.28633,0.537271,0.524402,0.115819,2.622012,0.032172,963,1120,,,,,,,,,,,46.48,2005-02-04,48.2,1.5200000000000031,-1.0200000000000031,2.240000000000002,-2.240000000000002,-1.0800000000000054,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,-0.02240663900414952,0,,,,,,,-0.08356211890567378,1,25.688850999999985,2005-02,48.05315789473684,48.574999999999996,48.485294
2005-02-02,46.69,47.19,47.55,46.45,85.11,20050202.0,1096.0,145.075958,192.839203,115.608742,103.631523,117.724991,nan,0.627353,0.28633,0.537271,0.524402,0.115819,2.622012,0.032172,963,1120,,,,,,,,,,,45.28,2005-02-07,47.12,-1.0900000000000034,1.0800000000000054,1.1900000000000048,-1.1900000000000048,-0.4299999999999997,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,-0.00912563667232602,0,,,,,,,0.02023888108885119,0,41.37818900000002,2005-02,48.05315789473684,48.05315789473684,47.523407
2005-02-03,46.45,46.57,46.73,45.75,70.14,20050203.0,1319.0,113.014061,135.199432,87.709755,102.546379,117.225685,nan,0.627353,0.28633,0.537271,0.524402,0.115819,2.622012,0.032172,963,1120,,,,,,,,,,,45.4,2005-02-08,46.69,-0.5,0.4299999999999997,1.0999999999999943,-1.0999999999999943,-0.23999999999999488,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,-0.005140286999357313,0,,,,,,,-0.22100076016730497,1,-42.149788,2005-02,48.05315789473684,48.05315789473684,47.240067
2005-02-04,46.48,46.5,47.25,46.25,75.97,20050204.0,1116.0,106.857018,112.446327,98.727737,102.445091,117.67701,nan,0.627353,0.28633,0.537271,0.524402,0.115819,2.622012,0.032172,963,1120,,,,,,,,,,,45.46,2005-02-09,46.45,-0.11999999999999744,0.23999999999999488,0.9799999999999969,-0.9799999999999969,0.02999999999999403,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,0.0006458557588804315,0,,,,,,,-0.05448032700992844,1,-35.341010999999995,2005-02,48.05315789473684,48.05315789473684,47.557938
2005-02-07,45.28,46.32,46.47,45.1,103.69,20050207.0,851.0,140.132111,155.223099,116.524246,102.94088,109.890686,nan,0.627353,0.28633,0.537271,0.524402,0.115819,2.622012,0.032172,963,1120,,,,,,,,,,,47.1,2005-02-10,46.48,-0.020000000000003126,-0.02999999999999403,1.0,-1.0,-1.1999999999999957,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,-0.025817555938037806,0,,,,,,,0.3113982929974708,1,-4.943847000000005,2005-02,48.05315789473684,48.05315789473684,47.06643
2005-02-08,45.4,45.4,45.7,44.78,99.8,20050208.0,1068.0,86.846344,105.131668,56.740719,103.020203,101.983299,nan,0.627353,0.28633,0.537271,0.524402,0.115819,2.622012,0.032172,963,1120,,,,,,,,,,,47.16,2005-02-11,45.28,-1.0399999999999991,1.1999999999999957,1.3699999999999974,-1.3699999999999974,0.11999999999999744,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,0.0026501766784452485,0,,,,,,,-0.380253794934981,1,-26.167716999999996,2005-02,48.05315789473684,48.05315789473684,47.199074
2005-02-09,45.46,45.45,46.4,44.6,139.77,20050209.0,1076.0,138.536758,171.870636,97.278023,103.878082,101.049133,nan,0.627353,0.28633,0.537271,0.524402,0.115819,2.622012,0.032172,963,1120,,,,,,,,,,,47.44,2005-02-14,45.4,0.0,-0.11999999999999744,0.9200000000000017,-0.9200000000000017,0.060000000000002274,57.330295358649785,5.819751173886469,-0.10482530353761073,-0.7827402658185121,0.001321585903083733,0,,,,,,,0.5951938978571163,1,31.679739999999995,2005-02,48.05315789473684,48.05315789473684,47.286594
